id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.55E+18,1.55E+18,2022-07-12 21:52:22 India Standard Time,12-07-2022,21:52:22,530,8.05E+17,ivantea2006,Vаня,,"@chribreuer The nice thing about the Ukraine War is that anyone can find their favorite war in it: bad v evil, tyranny v liberty, Russians v other Russians, Russians vs. true Russians  white v red, commies v nazis,  conservative v woke, Russia v West, Whi",en,[],[],[],1,0,1,[],[],https://twitter.com/IvanTea2006/status/1546892733146468353,FALSE,,0,,,,,,,,"[{'screen_name': 'chribreuer', 'name': 'Christoph Breuer', 'id': '989952556507025408'}]",,,,
1.55E+18,1.55E+18,2022-07-12 21:52:04 India Standard Time,12-07-2022,21:52:04,530,237376611,richardbrutontd,Richard Bruton,,"At the launch of the Ukraine War Photography Exhibition of photos by Ukrainian photojournalist Maks Levin, who was tragically killed by Russian forces. The exhibition highlights the many atrocities occurring in Ukraine.  https://t.co/9tod2SLqrq",en,[],[],['https://pbs.twimg.com/media/FXeqrD8XkAE0Kvm.jpg'],0,1,2,[],[],https://twitter.com/RichardbrutonTD/status/1546892659276521472,FALSE,,1,https://pbs.twimg.com/media/FXeqrD8XkAE0Kvm.jpg,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:51:55 India Standard Time,12-07-2022,21:51:55,530,122167302,ing_var,T-вітер з України 🇺🇦,,"Without a formal announcement, Putin has de facto launched a full scale mobilization. Now the ""volunteering for the special operation in Ukraine"" is being advertised on the national TV.  #UkraineUnderAttaсk #UkraineInvasion  #UkraineWar #RussianUkrainianWar #Russia #Kiev #Ukraine",en,[],[],[],0,0,0,"['ukraineunderattaсk', 'ukraineinvasion', 'ukrainewar', 'russianukrainianwar', 'russia', 'kiev', 'ukraine']",[],https://twitter.com/Ing_Var/status/1546892622052167684,FALSE,https://twitter.com/k_sonin/status/1546631732388151296,0,,,,,,,,[],,,,
1.55E+18,1.54E+18,2022-07-12 21:51:21 India Standard Time,12-07-2022,21:51:21,530,98780424,blockdog1,Block Dog,,"@PatrykLesniak7 @brxarx @RajendranTheva1 @QuocVu59239912 @War_Mapper Lol losing, you cannot see the facts?  https://t.co/3meJGbufot",en,[],[],['https://pbs.twimg.com/media/FXeqgfcWAAIAdAd.jpg'],0,0,0,[],[],https://twitter.com/Blockdog1/status/1546892477071851522,FALSE,,1,https://pbs.twimg.com/media/FXeqgfcWAAIAdAd.jpg,,,,,,,"[{'screen_name': 'PatrykLesniak7', 'name': 'Lightning', 'id': '1382847873814044674'}, {'screen_name': 'brxarx', 'name': 'Brxarx', 'id': '1304301715634548737'}, {'screen_name': 'RajendranTheva1', 'name': 'Wisdom_trade1', 'id': '1253367340768456705'}, {'screen_name': 'QuocVu59239912', 'name': 'Bloody_Slayer', 'id': '1233063275434143744'}, {'screen_name': 'War_Mapper', 'name': 'Ukraine War Map', 'id': '1496850942209183744'}]",,,,
1.55E+18,1.55E+18,2022-07-12 21:50:39 India Standard Time,12-07-2022,21:50:39,530,1.10E+18,su57_facts,su-57 The Facts,,@NCrosshair @Biot06Brown The point of the Ukraine war is to drive Germany and Russia apart and tamp Germany down. And everyone in the German business community let it happen. It's just insane. The country is being run into the ground by an occupation govt,en,[],[],[],1,0,1,[],[],https://twitter.com/su57_Facts/status/1546892303880491008,FALSE,,0,,,,,,,,"[{'screen_name': 'NCrosshair', 'name': 'NCrosshair', 'id': '3142513366'}, {'screen_name': 'Biot06Brown', 'name': 'Kevin Brown', 'id': '1508150648772120591'}]",,,,
1.55E+18,1.54E+18,2022-07-12 21:50:28 India Standard Time,12-07-2022,21:50:28,530,98780424,blockdog1,Block Dog,,"@PatrykLesniak7 @brxarx @RajendranTheva1 @QuocVu59239912 @War_Mapper The Soviets liberated Poland from the Nazis. The Ukrainians in the west fought on Germany side, ran concentration camps and slaughtered 100,000 poles.",en,[],[],[],0,0,0,[],[],https://twitter.com/Blockdog1/status/1546892254538829833,FALSE,,0,,,,,,,,"[{'screen_name': 'PatrykLesniak7', 'name': 'Lightning', 'id': '1382847873814044674'}, {'screen_name': 'brxarx', 'name': 'Brxarx', 'id': '1304301715634548737'}, {'screen_name': 'RajendranTheva1', 'name': 'Wisdom_trade1', 'id': '1253367340768456705'}, {'screen_name': 'QuocVu59239912', 'name': 'Bloody_Slayer', 'id': '1233063275434143744'}, {'screen_name': 'War_Mapper', 'name': 'Ukraine War Map', 'id': '1496850942209183744'}]",,,,
1.55E+18,1.55E+18,2022-07-12 21:50:05 India Standard Time,12-07-2022,21:50:05,530,22514438,ronaldtootall,Ronald 🇳🇱 🇺🇸,,The West Worries Too Much About Escalation in Ukraine   https://t.co/xFxNHFm2Dh #Ukraine #UkraineWar #Russia #NATO,en,[],['https://www.foreignaffairs.com/articles/ukraine/2022-07-12/west-worries-too-much-about-escalation-ukraine'],[],0,0,0,"['ukraine', 'ukrainewar', 'russia', 'nato']",[],https://twitter.com/RonaldTooTall/status/1546892158464040964,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:50:04 India Standard Time,12-07-2022,21:50:04,530,256555955,pritamax,Pritam Shendre,,@INCIndia check fact andkh congress bhakt--------- na covid tha na hi  russia Ukraine war fir 11% se upar inflation ku tha congress ke time wah re double standards America inflation 8 % pe ja raha hai break record india ne accha manage kiya hai congress h,en,[],[],['https://pbs.twimg.com/media/FXepkpyakAAaVj6.jpg'],0,0,0,[],[],https://twitter.com/PritamaX/status/1546892156484620288,FALSE,,1,https://pbs.twimg.com/media/FXepkpyakAAaVj6.jpg,,,,,,,"[{'screen_name': 'INCIndia', 'name': 'Congress', 'id': '1153045459'}]",,,,
1.55E+18,1.55E+18,2022-07-12 21:49:50 India Standard Time,12-07-2022,21:49:50,530,264788807,as_gimba,Gimba Abubakar,,@Feezzyy USD did well.... Euro feeling the wrath of Ukraine war.,en,[],[],[],1,0,0,[],[],https://twitter.com/AS_Gimba/status/1546892098032570369,FALSE,,0,,,,,,,,"[{'screen_name': 'Feezzyy', 'name': 'HaFizzY', 'id': '112079545'}]",,,,
1.55E+18,1.55E+18,2022-07-12 21:49:28 India Standard Time,12-07-2022,21:49:28,530,1.47E+18,u_me_reality,ddlg dom,,"12/7 🇺🇦⚡️🇷🇺🔥 Undermining the railway bridge between Rubizhne and Lisichansk According to preliminary information, 3 tons of TNT were used 🤯 #ukraine #ukrainian #ukrainekrieg #ukrainewar #ukrainerussiawar #stopPutin #russiaisaterroriststate  #DonbassWar  https://t.co/icFMCIvIWI",en,[],[],[],0,0,2,"['ukraine', 'ukrainian', 'ukrainekrieg', 'ukrainewar', 'ukrainerussiawar', 'stopputin', 'russiaisaterroriststate', 'donbasswar']",[],https://twitter.com/u_me_reality/status/1546892003736174592,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1546891946358095872/pu/img/6RBxdn_B3wuh9s-h.jpg,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:49:24 India Standard Time,12-07-2022,21:49:24,530,231579705,prbayram,Parvin Bayram,,Ukraine War: HIMARS rocket system used to strike Russian ammunition depots  https://t.co/CaERIwGReH via @YouTube,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/qZKqLSsPBhw'],[],0,0,0,[],[],https://twitter.com/prbayram/status/1546891989387542528,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:49:16 India Standard Time,12-07-2022,21:49:16,530,502092248,uharteko,Замок Иона Андони ☭✊🏽✳️🇨🇺🇵🇸🇪🇭,,🇪🇸El Ministerio de Defensa español acuerda el traslado de 10 carros de combate Leopard 2A4 y 20 vehículos blindados de transporte de personal M113 a Ucrania. #Ucraniafascista #UkraineWar #OTANCriminal #OtanNo #BasesFuera  https://t.co/hs1ROyRDh2,es,[],[],['https://pbs.twimg.com/media/FXeqCPAWYAAWjNc.jpg'],0,0,0,"['ucraniafascista', 'ukrainewar', 'otancriminal', 'otanno', 'basesfuera']",[],https://twitter.com/uharteko/status/1546891954989957123,FALSE,,1,https://pbs.twimg.com/media/FXeqCPAWYAAWjNc.jpg,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:49:00 India Standard Time,12-07-2022,21:49:00,530,2396696492,jayhawkloyal,judi,,US Democrats Urge New $650 Billion IMF Aid on Ukraine War Hit.                      So…….they need MORE $$$‼️  https://t.co/Yz6Ylas8Hl,en,[],['https://www.bloomberg.com/news/articles/2022-07-12/us-democrats-urge-new-650-billion-imf-aid-on-ukraine-war-hit'],[],0,0,0,[],[],https://twitter.com/jayhawkloyal/status/1546891887000391681,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.54E+18,2022-07-12 21:48:12 India Standard Time,12-07-2022,21:48:12,530,98780424,blockdog1,Block Dog,,@StoneMan489 @PatrykLesniak7 @brxarx @RajendranTheva1 @QuocVu59239912 @War_Mapper It is not a democracy. The nationalist did not like the outcome of the 2014 election so they had a coup then blamed the Donbas population for voting in Viktor Yanukovych. Th,en,[],[],[],0,0,0,[],[],https://twitter.com/Blockdog1/status/1546891687112450049,FALSE,,0,,,,,,,,"[{'screen_name': 'StoneMan489', 'name': 'Matt stone489', 'id': '1428663970408407041'}, {'screen_name': 'PatrykLesniak7', 'name': 'Lightning', 'id': '1382847873814044674'}, {'screen_name': 'brxarx', 'name': 'Brxarx', 'id': '1304301715634548737'}, {'screen_name': 'RajendranTheva1', 'name': 'Wisdom_trade1', 'id': '1253367340768456705'}, {'screen_name': 'QuocVu59239912', 'name': 'Bloody_Slayer', 'id': '1233063275434143744'}, {'screen_name': 'War_Mapper', 'name': 'Ukraine War Map', 'id': '1496850942209183744'}]",,,,
1.55E+18,1.55E+18,2022-07-12 21:47:30 India Standard Time,12-07-2022,21:47:30,530,35810531,bill_easterly,William Easterly,,How the Ukraine war is having tragic effects in Somalia  https://t.co/AmysnPeUgS via @RESCUEorg,en,"[{'screen_name': 'rescueorg', 'name': 'irc - international rescue committee', 'id': '22053725'}]",['https://www.rescue.org/article/why-somalia-facing-catastrophic-famine'],[],0,3,1,[],[],https://twitter.com/bill_easterly/status/1546891511484354562,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:47:29 India Standard Time,12-07-2022,21:47:29,530,1.48E+18,24visionarynews,Visionary News,,Latest Russia-Ukraine War News: Live Updates  https://t.co/2dpF9A8Ne8,en,[],['https://visionarynews.site/world-news/latest-russia-ukraine-war-news-live-updates-17/'],[],0,0,0,[],[],https://twitter.com/24VisionaryNews/status/1546891504995766276,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:47:28 India Standard Time,12-07-2022,21:47:28,530,137810385,planetpluto7,Tom E. Waznis,,Ukraine War: HIMARS rocket system used to strike Russian ammunition depots  https://t.co/wyH21qf0Ev via @YouTube,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/qZKqLSsPBhw'],[],0,0,0,[],[],https://twitter.com/PlanetPluto7/status/1546891503657594888,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:47:11 India Standard Time,12-07-2022,21:47:11,530,7.59E+17,grassrootsstein,Grassroots For Stein,,"RT: DrJillStein: RT @aaronjmate: ""Ukraine War Pushes Millions of the World’s Poorest Toward Starvation,"" WSJ reports.  This starvation is official US policy. Citing Biden admin officials, the Washington Post recently reported that the US is willing to ""c…  https://t.co/iDPNlD4714",en,"[{'screen_name': 'aaronjmate', 'name': 'aaron maté', 'id': '153517357'}]",[],"['https://pbs.twimg.com/media/FXb7OrdXwAANRG_.jpg', 'https://pbs.twimg.com/media/FXb7WZzWQAMoUPo.jpg']",0,0,0,[],[],https://twitter.com/GrassrootsStein/status/1546891431494680578,FALSE,,1,https://pbs.twimg.com/media/FXb7OrdXwAANRG_.jpg,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:46:30 India Standard Time,12-07-2022,21:46:30,530,1.53E+18,sgnewsalerts,Source Global News Feed,,"Kharkiv Oblast Governor Oleh Syniehubov reported the victims' injuries are not life-threatening, and they have received medical care after Russian troops shelled the city's Industrialny District. #UkraineUnderAttaсk #Ukraine #UkraineRussiaWar #UkraineWar",en,[],[],[],0,0,1,"['ukraineunderattaсk', 'ukraine', 'ukrainerussiawar', 'ukrainewar']",[],https://twitter.com/SGNewsAlerts/status/1546891257775005699,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:46:09 India Standard Time,12-07-2022,21:46:09,530,1.51E+18,swflwarrior,SWFL Warriors,,Article Link:  https://t.co/ru7KibRStB  A traffic jam of 130 vessels exporting Ukrainian grain has formed near the Danube delta  Please Follow us to help the people of Ukraine   #ukrainewar #ukraine #war #army #military  #specialforces #russia #nato #donetsk #soldiers #ukrainenews,en,[],['https://zpr.io/3wNdb2jDZjNb'],[],0,0,1,"['ukrainewar', 'ukraine', 'war', 'army', 'military', 'specialforces', 'russia', 'nato', 'donetsk', 'soldiers', 'ukrainenews']",[],https://twitter.com/swflwarrior/status/1546891172303540225,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:46:08 India Standard Time,12-07-2022,21:46:08,530,1.51E+18,swflwarrior,SWFL Warriors,,"Article Link:  https://t.co/KmdhpdocJx  Ukrainian, Russian, Turkish, and Un Delegations to Meet in Istanbul to Unblock Grain Export  Please Follow us to help the people of Ukraine   #ukrainewar #ukraine #war #army #military  #specialforces #russia #nato #donetsk #soldiers #ukraine",en,[],['https://zpr.io/kGTpwkeN9kE5'],[],0,0,0,"['ukrainewar', 'ukraine', 'war', 'army', 'military', 'specialforces', 'russia', 'nato', 'donetsk', 'soldiers', 'ukraine']",[],https://twitter.com/swflwarrior/status/1546891167350005761,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:46:02 India Standard Time,12-07-2022,21:46:02,530,1.50E+18,armedmaidan,🇺🇦Ukraine Resists a Genocidal War,,"Death toll from Russian missile strike on apt complex in Chasiv Yar, in Donetsk region, rises to 43, including 8yo boy  9 found alive in rubble  Rescuers have moved &gt;420 tonnes of debris to find survivors, bodies   https://t.co/8tl8flohqH  #StandWithUkraine #Ukraine #UkraineWar",en,[],['https://www.facebook.com/DSNSDon/videos/657769055684540'],[],2,2,1,"['standwithukraine', 'ukraine', 'ukrainewar']",[],https://twitter.com/ArmedMaidan/status/1546891140309336066,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:45:12 India Standard Time,12-07-2022,21:45:12,530,7.74E+17,therebeljesus,TheRebelJesus,,#Russia #ukraine war and the West's clamp down on criticism.  https://t.co/Pr0m656Y43,en,[],['https://youtu.be/Kyznp8qUEkg'],[],0,0,0,"['russia', 'ukraine']",[],https://twitter.com/TheRebelJesus/status/1546890931793645575,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:45:06 India Standard Time,12-07-2022,21:45:06,530,106117335,catalannews,Catalan News,,💶 | Euro reaches parity with US dollar for first time in 20 years  Ukraine war fueled inflation crisis pushes European currency lowest level in decades  https://t.co/ByD58eUxOg,en,[],['https://www.catalannews.com/business/item/euro-reaches-parity-with-us-dollar-for-first-time-in-20-years'],[],0,0,0,[],[],https://twitter.com/catalannews/status/1546890907210944514,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.54E+18,2022-07-12 21:44:57 India Standard Time,12-07-2022,21:44:57,530,1.52E+18,mcgillyface,Gillian watson,,@ft_content @Bayer Why are you blaming the Ukraine war this was going on well before it started. Why are the Globalists buying farmlands in order to stop producing meat and vegetables. This is the NWO ‘You will own nothing but be Happy’,en,[],[],[],0,0,0,[],[],https://twitter.com/mcgillyface/status/1546890869575454721,FALSE,,0,,,,,,,,"[{'screen_name': 'ft_content', 'name': 'FT Partner Content', 'id': '776016867420962816'}, {'screen_name': 'Bayer', 'name': 'Bayer AG', 'id': '137319302'}]",,,,
1.55E+18,1.55E+18,2022-07-12 21:44:21 India Standard Time,12-07-2022,21:44:21,530,1.36E+18,thewarrage,The Rage X | War Zone,,Just A Nice Pic  Day 139 of Putins 3 day war @ Russia-Ukraine WAR  https://t.co/XLARjPF2Tx,en,[],['https://www.instagram.com/p/Cf6yT6XqIjH/?igshid=YTgzYjQ4ZTY='],[],0,0,0,[],[],https://twitter.com/thewarrage/status/1546890719343874048,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:44:09 India Standard Time,12-07-2022,21:44:09,530,194159907,smlabto,Social Media Lab,,A curated list of publicly available datasets for studying dis- &amp; misinformation campaigns on social media in the context of the Russia-Ukraine war.  https://t.co/JVNJQirtSE,en,[],['https://conflictmisinfo.org/datasets/'],[],0,0,0,[],[],https://twitter.com/SMLabTO/status/1546890665266749443,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:43:33 India Standard Time,12-07-2022,21:43:33,530,1310557064,hannoklausmeier,Hanno Klausmeier,,@Abundant_Power Nice example how stats can be manipulated.  Fact is Coal in Germany's electricity mix is going down only in a short term due to the Ukraine war the coal part is going TEMPORARILY going up. Renewables are substituting coal &amp; nuclear.  T,en,[],[],['https://pbs.twimg.com/media/FXeoujXXoAMNhaf.jpg'],0,0,0,[],[],https://twitter.com/HannoKlausmeier/status/1546890517715247109,FALSE,,1,https://pbs.twimg.com/media/FXeoujXXoAMNhaf.jpg,,,,,,,"[{'screen_name': 'Abundant_Power', 'name': 'LuckyNuke', 'id': '1469987703685013506'}]",,,,
1.55E+18,1.55E+18,2022-07-12 21:43:16 India Standard Time,12-07-2022,21:43:16,530,1.36E+18,thewarrage,The Rage X | War Zone,,Just a Nice Pic  Day 139 of Putins 3 day war @ Russia-Ukraine WAR  https://t.co/46odL9cb0d,en,[],['https://www.instagram.com/p/Cf6yL3SK7a7/?igshid=YTgzYjQ4ZTY='],[],0,0,0,[],[],https://twitter.com/thewarrage/status/1546890446496047104,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:43:15 India Standard Time,12-07-2022,21:43:15,530,491941378,jansatta,Jansatta,,"Russia Ukraine War: रूस के साथ खड़ा हुआ ईरान, जंग के लिए देगा ड्रोन- अमेरिका का दावा, उधर यूक्रेन को 1.7 अरब डॉलर देगी बाइडन सरकार   https://t.co/p9lexjmpk4",hi,[],['https://www.jansatta.com/international/russia-ukraine-war-us-says-vladimir-putin-to-visit-tehran-for-drones-supply/'],[],0,0,1,[],[],https://twitter.com/Jansatta/status/1546890441039257600,FALSE,,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:43:00 India Standard Time,12-07-2022,21:43:00,530,1.52E+18,evgenia70519445,Evgenia,,"Two kittens are being treated now, they were already on the verge of death, there was not much chance, but now they are on the mend. #Ukrainewar #occupation #animalrescue  https://t.co/F6PobW4fBy",en,[],[],['https://pbs.twimg.com/media/FXXjjSnXwAEA1gR.jpg'],0,1,1,"['ukrainewar', 'occupation', 'animalrescue']",[],https://twitter.com/evgenia70519445/status/1546890376879001602,FALSE,,1,https://pbs.twimg.com/media/FXXjjSnXwAEA1gR.jpg,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:42:45 India Standard Time,12-07-2022,21:42:45,530,1.53E+18,rational_raven,John Locke,,"Surprise, surprise. DT Jr. is on Russia’s side in the Russia - Ukraine war. He’ll probably take China’s side in their upcoming war. These guys pretend to care about democracy but they so clearly don’t. #Hunter Biden #PrimeDay2022 #Trump",en,[],[],[],0,0,0,"['hunter', 'primeday2022', 'trump']",[],https://twitter.com/Rational_Raven/status/1546890316640391168,FALSE,https://twitter.com/donaldjtrumpjr/status/1546889560671457281,0,,,,,,,,[],,,,
1.55E+18,1.55E+18,2022-07-12 21:42:40 India Standard Time,12-07-2022,21:42:40,530,122167302,ing_var,T-вітер з України 🇺🇦,,Ukrainians dream and wait for the death of one bald bastard  #UkraineUnderAttaсk #UkraineInvasion  #UkraineWar #RussianUkrainianWar #Russia #Kiev #Ukraine,en,[],[],[],0,0,0,"['ukraineunderattaсk', 'ukraineinvasion', 'ukrainewar', 'russianukrainianwar', 'russia', 'kiev', 'ukraine']",[],https://twitter.com/Ing_Var/status/1546890294062366725,FALSE,https://twitter.com/Anna_Veduta/status/1546586855948304386,0,,,,,,,,[],,,,
